,,Common Item Properties,,,,,,,,,Tracking,,,,,,,,,Unit of Measure Conversions,,,,,,,,,,Selling,,,,,,,,,,,,,      Attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item Groups,,,,,,,,,
Item ExternalID,Purged in BC,Item Name*,Item Description*,SoldAs*,Category*,Base UOM Class*,Reported In UOM,Manufacturer,SKUNumber,Taxability*,,,,,,,,,,Conversion 1,,,,,Conversion 2,,,,,Base Properties,,,,,,Retail Packs,,,,,,,Attribute #1,,Attribute #2,,Attribute #3,,Attribute #4,,Attribute #5,,Attribute #6,,Attribute #7,,Attribute #8,,Attribute #9,,Attribute #10,,Attribute #11,,Attribute #12,,Attribute #13,,Attribute #14,,Attribute #15,,Attribute #16,,Attribute #17,,Attribute #18,,Attribute #19,,Attribute #20,,Attribute #21,,Attribute #22,,Attribute #23,,Attribute #24,,Attribute #25,,Attribute #26,,Attribute #27,,Attribute #28,,Attribute #29,,Attribute #30,,,,,,,,,,,
,,,,,,,,,,,Active*,Track*,Expense Upon Receiving,Allow Fractional Quantities,Set Variance to Zero,Waste Tolerence,Missing Tolerence,Default Adjustment UOM,Default Transfer UOM,From UOM,From Qty,To Class,To UOM,To Qty,From UOM,From Qty,To Class,To UOM,To Qty,Retail Strategry,Prompt for Qty at POS*,Auto Queue Shelf Label*,Requires Swipe at POS*,Credit Category,Shelf Label UOM,Pack Name*,Pack Qty*,Retail Level Group,External Id*,List Price*,Barcode Type*,Barcode Number*,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Name,Value,Item Group #1,Item Group #2,Item Group #3,Item Group #4,Item Group #5,Item Group #6,Item Group #7,Item Group #8,Item Group #9,Item Group #10
113728,n,PEPSI 24z NR 6PK,,g,901 09 000 Unclassified,Count,,PEPSICO INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,24,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,113728-6,1.99,u,_012000008269,Brand-***,PEPSI,Flavor Type-***,Cola,Manufacturer-***,PEPSICO INC,Product Size-***,24oz,Product Type-***,901 Regular,SODA PRODUCT GRPS-idc,PEP24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
113731,n,MT DEW 24z NR 6PK,,g,901 09 000 Unclassified,Count,,PEPSICO INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,24,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,113731-6,1.99,u,_012000008498,Brand-***,MOUNTAIN DEW,Flavor Type-***,Citras Sodas,Manufacturer-***,PEPSICO INC,Product Size-***,24oz,Product Type-***,901 Regular,SODA PRODUCT GRPS-idc,PEP24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
113733,n,PEPSI DT 24z NR 6PK,,g,901 09 000 Unclassified,Count,,PEPSICO INC,,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,24,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,113733-6,1.99,u,_012000172229,Brand-***,DIET PEPSI,Flavor Type-***,Cola,Manufacturer-***,PEPSICO INC,Product Size-***,24oz,Product Type-***,901 Dt Soda,SODA PRODUCT GRPS-idc,PEP24Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
113733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-Each,6,,,,u,_012000008412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121446,n,FANTA ORNG 12z CN,,g,901 01 100 Single 12Z CN,Count,,COCA COLA CO,FANTA ORNG 12z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,121446-6,1.99,u,_049000014235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCM Coca Cola Products,Transfer Group,,,,,,,,
121448,n,FANTA GRP 12z CN,,g,901 01 100 Single 12Z CN,Count,,COCA COLA CO,FANTA GRP 12z CN,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,12,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,121448-6,1.99,u,_049000014242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
137504,n,SUNKIST ORNG .5L 6PK NR,,g,901 02 000 .5L Btl,Count,,DR PEPPER SNAPPLE GRP,SUNKIST ORNG .5L NR,Use Category Setting,y,y,n,n,n,,,Each,Each,Each,1,Volume,Fl. Ounce,16.907,,,,,,CVO,n,y,n,,,6-Each,6,901 CVO,137504-6,3.29,u,_078000113426,Brand-***,SUNKIST,Flavor Type-***,Orange Soda,Manufacturer-***,DR PEPPER SNAPPLE GRP,Product Size-***,.5ltr,Product Type-***,901 Regular,SODA PRODUCT GRPS-idc,IBS.5L  (w7noDr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer Group,,,,,,,,,
